mes,semana,regiao,estado,sexo,raca_cor,faixa_renda_dinheiro,respondentes
7,1,Centro-Oeste,DF,M,Branca,Não aplicável,179
7,1,Centro-Oeste,DF,M,Branca,101 a 300,1
7,1,Centro-Oeste,DF,M,Branca,301 a 600,2
7,1,Centro-Oeste,DF,M,Branca,601 a 800,3
7,1,Centro-Oeste,DF,M,Branca,801 a 1.600,50
7,1,Centro-Oeste,DF,M,Branca,1.601 a 3.000,27
7,1,Centro-Oeste,DF,M,Branca,3.001 a 10.000,54
7,1,Centro-Oeste,DF,M,Branca,10.001 a 50.000,12
7,1,Centro-Oeste,DF,M,Preta,Não aplicável,36
7,1,Centro-Oeste,DF,M,Preta,301 a 600,3
7,1,Centro-Oeste,DF,M,Preta,601 a 800,1
7,1,Centro-Oeste,DF,M,Preta,801 a 1.600,22
7,1,Centro-Oeste,DF,M,Preta,1.601 a 3.000,10
7,1,Centro-Oeste,DF,M,Preta,3.001 a 10.000,7
7,1,Centro-Oeste,DF,M,Preta,10.001 a 50.000,2
7,1,Centro-Oeste,DF,M,Amarela,Não aplicável,2
7,1,Centro-Oeste,DF,M,Amarela,1.601 a 3.000,1
7,1,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,3
7,1,Centro-Oeste,DF,M,Parda,Não aplicável,207
7,1,Centro-Oeste,DF,M,Parda,101 a 300,1
7,1,Centro-Oeste,DF,M,Parda,301 a 600,6
7,1,Centro-Oeste,DF,M,Parda,801 a 1.600,59
7,1,Centro-Oeste,DF,M,Parda,1.601 a 3.000,46
7,1,Centro-Oeste,DF,M,Parda,3.001 a 10.000,27
7,1,Centro-Oeste,DF,M,Parda,10.001 a 50.000,13
7,1,Centro-Oeste,DF,F,Branca,Não aplicável,231
7,1,Centro-Oeste,DF,F,Branca,301 a 600,2
7,1,Centro-Oeste,DF,F,Branca,601 a 800,5
7,1,Centro-Oeste,DF,F,Branca,801 a 1.600,39
7,1,Centro-Oeste,DF,F,Branca,1.601 a 3.000,33
7,1,Centro-Oeste,DF,F,Branca,3.001 a 10.000,41
7,1,Centro-Oeste,DF,F,Branca,10.001 a 50.000,12
7,1,Centro-Oeste,DF,F,Preta,Não aplicável,45
7,1,Centro-Oeste,DF,F,Preta,101 a 300,1
7,1,Centro-Oeste,DF,F,Preta,301 a 600,2
7,1,Centro-Oeste,DF,F,Preta,801 a 1.600,17
7,1,Centro-Oeste,DF,F,Preta,1.601 a 3.000,12
7,1,Centro-Oeste,DF,F,Preta,3.001 a 10.000,5
7,1,Centro-Oeste,DF,F,Preta,10.001 a 50.000,1
7,1,Centro-Oeste,DF,F,Amarela,Não aplicável,5
7,1,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,2
7,1,Centro-Oeste,DF,F,Parda,Não aplicável,279
7,1,Centro-Oeste,DF,F,Parda,0 a 100,1
7,1,Centro-Oeste,DF,F,Parda,301 a 600,11
7,1,Centro-Oeste,DF,F,Parda,601 a 800,4
7,1,Centro-Oeste,DF,F,Parda,801 a 1.600,68
7,1,Centro-Oeste,DF,F,Parda,1.601 a 3.000,21
7,1,Centro-Oeste,DF,F,Parda,3.001 a 10.000,28
7,1,Centro-Oeste,DF,F,Parda,10.001 a 50.000,5
7,1,Centro-Oeste,DF,F,Indígena,801 a 1.600,1
7,1,Centro-Oeste,DF,F,Indígena,3.001 a 10.000,1
7,2,Centro-Oeste,DF,M,Branca,Não aplicável,166
7,2,Centro-Oeste,DF,M,Branca,301 a 600,3
7,2,Centro-Oeste,DF,M,Branca,801 a 1.600,33
7,2,Centro-Oeste,DF,M,Branca,1.601 a 3.000,33
7,2,Centro-Oeste,DF,M,Branca,3.001 a 10.000,51
7,2,Centro-Oeste,DF,M,Branca,10.001 a 50.000,18
7,2,Centro-Oeste,DF,M,Preta,Não aplicável,48
7,2,Centro-Oeste,DF,M,Preta,301 a 600,4
7,2,Centro-Oeste,DF,M,Preta,801 a 1.600,19
7,2,Centro-Oeste,DF,M,Preta,1.601 a 3.000,17
7,2,Centro-Oeste,DF,M,Preta,3.001 a 10.000,11
7,2,Centro-Oeste,DF,M,Preta,10.001 a 50.000,2
7,2,Centro-Oeste,DF,M,Amarela,Não aplicável,2
7,2,Centro-Oeste,DF,M,Parda,Não aplicável,206
7,2,Centro-Oeste,DF,M,Parda,101 a 300,3
7,2,Centro-Oeste,DF,M,Parda,301 a 600,2
7,2,Centro-Oeste,DF,M,Parda,601 a 800,2
7,2,Centro-Oeste,DF,M,Parda,801 a 1.600,61
7,2,Centro-Oeste,DF,M,Parda,1.601 a 3.000,36
7,2,Centro-Oeste,DF,M,Parda,3.001 a 10.000,42
7,2,Centro-Oeste,DF,M,Parda,10.001 a 50.000,10
7,2,Centro-Oeste,DF,M,Indígena,Não aplicável,1
7,2,Centro-Oeste,DF,M,Indígena,1.601 a 3.000,1
7,2,Centro-Oeste,DF,F,Branca,Não aplicável,226
7,2,Centro-Oeste,DF,F,Branca,101 a 300,2
7,2,Centro-Oeste,DF,F,Branca,301 a 600,3
7,2,Centro-Oeste,DF,F,Branca,601 a 800,2
7,2,Centro-Oeste,DF,F,Branca,801 a 1.600,28
7,2,Centro-Oeste,DF,F,Branca,1.601 a 3.000,19
7,2,Centro-Oeste,DF,F,Branca,3.001 a 10.000,52
7,2,Centro-Oeste,DF,F,Branca,10.001 a 50.000,9
7,2,Centro-Oeste,DF,F,Preta,Não aplicável,54
7,2,Centro-Oeste,DF,F,Preta,101 a 300,3
7,2,Centro-Oeste,DF,F,Preta,301 a 600,2
7,2,Centro-Oeste,DF,F,Preta,601 a 800,2
7,2,Centro-Oeste,DF,F,Preta,801 a 1.600,10
7,2,Centro-Oeste,DF,F,Preta,1.601 a 3.000,6
7,2,Centro-Oeste,DF,F,Preta,3.001 a 10.000,8
7,2,Centro-Oeste,DF,F,Amarela,Não aplicável,5
7,2,Centro-Oeste,DF,F,Amarela,801 a 1.600,2
7,2,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,3
7,2,Centro-Oeste,DF,F,Parda,Não aplicável,292
7,2,Centro-Oeste,DF,F,Parda,301 a 600,9
7,2,Centro-Oeste,DF,F,Parda,601 a 800,4
7,2,Centro-Oeste,DF,F,Parda,801 a 1.600,59
7,2,Centro-Oeste,DF,F,Parda,1.601 a 3.000,30
7,2,Centro-Oeste,DF,F,Parda,3.001 a 10.000,31
7,2,Centro-Oeste,DF,F,Parda,10.001 a 50.000,8
7,2,Centro-Oeste,DF,F,Indígena,Não aplicável,1
7,2,Centro-Oeste,DF,F,Indígena,601 a 800,1
7,3,Centro-Oeste,DF,M,Branca,Não aplicável,137
7,3,Centro-Oeste,DF,M,Branca,101 a 300,1
7,3,Centro-Oeste,DF,M,Branca,301 a 600,3
7,3,Centro-Oeste,DF,M,Branca,601 a 800,3
7,3,Centro-Oeste,DF,M,Branca,801 a 1.600,40
7,3,Centro-Oeste,DF,M,Branca,1.601 a 3.000,27
7,3,Centro-Oeste,DF,M,Branca,3.001 a 10.000,49
7,3,Centro-Oeste,DF,M,Branca,10.001 a 50.000,16
7,3,Centro-Oeste,DF,M,Preta,Não aplicável,29
7,3,Centro-Oeste,DF,M,Preta,0 a 100,1
7,3,Centro-Oeste,DF,M,Preta,801 a 1.600,14
7,3,Centro-Oeste,DF,M,Preta,1.601 a 3.000,8
7,3,Centro-Oeste,DF,M,Preta,3.001 a 10.000,8
7,3,Centro-Oeste,DF,M,Preta,10.001 a 50.000,1
7,3,Centro-Oeste,DF,M,Amarela,Não aplicável,2
7,3,Centro-Oeste,DF,M,Amarela,1.601 a 3.000,1
7,3,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,2
7,3,Centro-Oeste,DF,M,Parda,Não aplicável,205
7,3,Centro-Oeste,DF,M,Parda,0 a 100,1
7,3,Centro-Oeste,DF,M,Parda,101 a 300,2
7,3,Centro-Oeste,DF,M,Parda,301 a 600,2
7,3,Centro-Oeste,DF,M,Parda,601 a 800,5
7,3,Centro-Oeste,DF,M,Parda,801 a 1.600,67
7,3,Centro-Oeste,DF,M,Parda,1.601 a 3.000,45
7,3,Centro-Oeste,DF,M,Parda,3.001 a 10.000,47
7,3,Centro-Oeste,DF,M,Parda,10.001 a 50.000,15
7,3,Centro-Oeste,DF,M,Indígena,Não aplicável,1
7,3,Centro-Oeste,DF,M,Indígena,3.001 a 10.000,1
7,3,Centro-Oeste,DF,M,Ignorada,3.001 a 10.000,1
7,3,Centro-Oeste,DF,F,Branca,Não aplicável,219
7,3,Centro-Oeste,DF,F,Branca,101 a 300,1
7,3,Centro-Oeste,DF,F,Branca,301 a 600,1
7,3,Centro-Oeste,DF,F,Branca,601 a 800,6
7,3,Centro-Oeste,DF,F,Branca,801 a 1.600,42
7,3,Centro-Oeste,DF,F,Branca,1.601 a 3.000,22
7,3,Centro-Oeste,DF,F,Branca,3.001 a 10.000,40
7,3,Centro-Oeste,DF,F,Branca,10.001 a 50.000,8
7,3,Centro-Oeste,DF,F,Preta,Não aplicável,43
7,3,Centro-Oeste,DF,F,Preta,301 a 600,1
7,3,Centro-Oeste,DF,F,Preta,601 a 800,2
7,3,Centro-Oeste,DF,F,Preta,801 a 1.600,12
7,3,Centro-Oeste,DF,F,Preta,1.601 a 3.000,6
7,3,Centro-Oeste,DF,F,Preta,3.001 a 10.000,5
7,3,Centro-Oeste,DF,F,Amarela,Não aplicável,3
7,3,Centro-Oeste,DF,F,Amarela,801 a 1.600,1
7,3,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,1
7,3,Centro-Oeste,DF,F,Amarela,10.001 a 50.000,1
7,3,Centro-Oeste,DF,F,Parda,Não aplicável,259
7,3,Centro-Oeste,DF,F,Parda,101 a 300,1
7,3,Centro-Oeste,DF,F,Parda,301 a 600,5
7,3,Centro-Oeste,DF,F,Parda,601 a 800,4
7,3,Centro-Oeste,DF,F,Parda,801 a 1.600,81
7,3,Centro-Oeste,DF,F,Parda,1.601 a 3.000,28
7,3,Centro-Oeste,DF,F,Parda,3.001 a 10.000,32
7,3,Centro-Oeste,DF,F,Parda,10.001 a 50.000,4
7,3,Centro-Oeste,DF,F,Indígena,Não aplicável,1
7,3,Centro-Oeste,DF,F,Ignorada,Não aplicável,4
7,3,Centro-Oeste,DF,F,Ignorada,3.001 a 10.000,1
7,4,Centro-Oeste,DF,M,Branca,Não aplicável,179
7,4,Centro-Oeste,DF,M,Branca,301 a 600,3
7,4,Centro-Oeste,DF,M,Branca,601 a 800,3
7,4,Centro-Oeste,DF,M,Branca,801 a 1.600,27
7,4,Centro-Oeste,DF,M,Branca,1.601 a 3.000,37
7,4,Centro-Oeste,DF,M,Branca,3.001 a 10.000,43
7,4,Centro-Oeste,DF,M,Branca,10.001 a 50.000,31
7,4,Centro-Oeste,DF,M,Branca,50.001 a 100.000,2
7,4,Centro-Oeste,DF,M,Preta,Não aplicável,34
7,4,Centro-Oeste,DF,M,Preta,101 a 300,1
7,4,Centro-Oeste,DF,M,Preta,601 a 800,1
7,4,Centro-Oeste,DF,M,Preta,801 a 1.600,18
7,4,Centro-Oeste,DF,M,Preta,1.601 a 3.000,9
7,4,Centro-Oeste,DF,M,Preta,3.001 a 10.000,10
7,4,Centro-Oeste,DF,M,Preta,10.001 a 50.000,6
7,4,Centro-Oeste,DF,M,Amarela,Não aplicável,2
7,4,Centro-Oeste,DF,M,Amarela,801 a 1.600,1
7,4,Centro-Oeste,DF,M,Amarela,1.601 a 3.000,1
7,4,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,2
7,4,Centro-Oeste,DF,M,Parda,Não aplicável,223
7,4,Centro-Oeste,DF,M,Parda,0 a 100,1
7,4,Centro-Oeste,DF,M,Parda,101 a 300,1
7,4,Centro-Oeste,DF,M,Parda,301 a 600,3
7,4,Centro-Oeste,DF,M,Parda,601 a 800,4
7,4,Centro-Oeste,DF,M,Parda,801 a 1.600,61
7,4,Centro-Oeste,DF,M,Parda,1.601 a 3.000,59
7,4,Centro-Oeste,DF,M,Parda,3.001 a 10.000,42
7,4,Centro-Oeste,DF,M,Parda,10.001 a 50.000,18
7,4,Centro-Oeste,DF,F,Branca,Não aplicável,218
7,4,Centro-Oeste,DF,F,Branca,101 a 300,3
7,4,Centro-Oeste,DF,F,Branca,301 a 600,11
7,4,Centro-Oeste,DF,F,Branca,601 a 800,3
7,4,Centro-Oeste,DF,F,Branca,801 a 1.600,29
7,4,Centro-Oeste,DF,F,Branca,1.601 a 3.000,24
7,4,Centro-Oeste,DF,F,Branca,3.001 a 10.000,48
7,4,Centro-Oeste,DF,F,Branca,10.001 a 50.000,16
7,4,Centro-Oeste,DF,F,Preta,Não aplicável,69
7,4,Centro-Oeste,DF,F,Preta,301 a 600,1
7,4,Centro-Oeste,DF,F,Preta,601 a 800,1
7,4,Centro-Oeste,DF,F,Preta,801 a 1.600,20
7,4,Centro-Oeste,DF,F,Preta,1.601 a 3.000,11
7,4,Centro-Oeste,DF,F,Preta,3.001 a 10.000,4
7,4,Centro-Oeste,DF,F,Preta,10.001 a 50.000,1
7,4,Centro-Oeste,DF,F,Amarela,Não aplicável,5
7,4,Centro-Oeste,DF,F,Amarela,1.601 a 3.000,2
7,4,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,1
7,4,Centro-Oeste,DF,F,Parda,Não aplicável,281
7,4,Centro-Oeste,DF,F,Parda,101 a 300,4
7,4,Centro-Oeste,DF,F,Parda,301 a 600,9
7,4,Centro-Oeste,DF,F,Parda,601 a 800,5
7,4,Centro-Oeste,DF,F,Parda,801 a 1.600,55
7,4,Centro-Oeste,DF,F,Parda,1.601 a 3.000,47
7,4,Centro-Oeste,DF,F,Parda,3.001 a 10.000,33
7,4,Centro-Oeste,DF,F,Parda,10.001 a 50.000,9
7,4,Centro-Oeste,DF,F,Indígena,Não aplicável,2
7,4,Centro-Oeste,DF,F,Ignorada,Não aplicável,3
8,1,Centro-Oeste,DF,M,Branca,Não aplicável,159
8,1,Centro-Oeste,DF,M,Branca,301 a 600,4
8,1,Centro-Oeste,DF,M,Branca,601 a 800,2
8,1,Centro-Oeste,DF,M,Branca,801 a 1.600,45
8,1,Centro-Oeste,DF,M,Branca,1.601 a 3.000,26
8,1,Centro-Oeste,DF,M,Branca,3.001 a 10.000,53
8,1,Centro-Oeste,DF,M,Branca,10.001 a 50.000,14
8,1,Centro-Oeste,DF,M,Preta,Não aplicável,34
8,1,Centro-Oeste,DF,M,Preta,301 a 600,2
8,1,Centro-Oeste,DF,M,Preta,801 a 1.600,22
8,1,Centro-Oeste,DF,M,Preta,1.601 a 3.000,10
8,1,Centro-Oeste,DF,M,Preta,3.001 a 10.000,7
8,1,Centro-Oeste,DF,M,Preta,10.001 a 50.000,2
8,1,Centro-Oeste,DF,M,Amarela,Não aplicável,3
8,1,Centro-Oeste,DF,M,Amarela,801 a 1.600,1
8,1,Centro-Oeste,DF,M,Amarela,1.601 a 3.000,1
8,1,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,2
8,1,Centro-Oeste,DF,M,Parda,Não aplicável,203
8,1,Centro-Oeste,DF,M,Parda,101 a 300,1
8,1,Centro-Oeste,DF,M,Parda,301 a 600,5
8,1,Centro-Oeste,DF,M,Parda,601 a 800,1
8,1,Centro-Oeste,DF,M,Parda,801 a 1.600,64
8,1,Centro-Oeste,DF,M,Parda,1.601 a 3.000,45
8,1,Centro-Oeste,DF,M,Parda,3.001 a 10.000,27
8,1,Centro-Oeste,DF,M,Parda,10.001 a 50.000,13
8,1,Centro-Oeste,DF,M,Ignorada,Não aplicável,1
8,1,Centro-Oeste,DF,F,Branca,Não aplicável,224
8,1,Centro-Oeste,DF,F,Branca,0 a 100,1
8,1,Centro-Oeste,DF,F,Branca,301 a 600,1
8,1,Centro-Oeste,DF,F,Branca,601 a 800,2
8,1,Centro-Oeste,DF,F,Branca,801 a 1.600,42
8,1,Centro-Oeste,DF,F,Branca,1.601 a 3.000,26
8,1,Centro-Oeste,DF,F,Branca,3.001 a 10.000,36
8,1,Centro-Oeste,DF,F,Branca,10.001 a 50.000,11
8,1,Centro-Oeste,DF,F,Preta,Não aplicável,47
8,1,Centro-Oeste,DF,F,Preta,601 a 800,1
8,1,Centro-Oeste,DF,F,Preta,801 a 1.600,16
8,1,Centro-Oeste,DF,F,Preta,1.601 a 3.000,10
8,1,Centro-Oeste,DF,F,Preta,3.001 a 10.000,7
8,1,Centro-Oeste,DF,F,Preta,10.001 a 50.000,1
8,1,Centro-Oeste,DF,F,Amarela,Não aplicável,7
8,1,Centro-Oeste,DF,F,Amarela,301 a 600,1
8,1,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,2
8,1,Centro-Oeste,DF,F,Parda,Não aplicável,276
8,1,Centro-Oeste,DF,F,Parda,301 a 600,9
8,1,Centro-Oeste,DF,F,Parda,601 a 800,7
8,1,Centro-Oeste,DF,F,Parda,801 a 1.600,64
8,1,Centro-Oeste,DF,F,Parda,1.601 a 3.000,23
8,1,Centro-Oeste,DF,F,Parda,3.001 a 10.000,33
8,1,Centro-Oeste,DF,F,Parda,10.001 a 50.000,6
8,1,Centro-Oeste,DF,F,Indígena,Não aplicável,1
8,1,Centro-Oeste,DF,F,Indígena,3.001 a 10.000,1
8,2,Centro-Oeste,DF,M,Branca,Não aplicável,159
8,2,Centro-Oeste,DF,M,Branca,101 a 300,1
8,2,Centro-Oeste,DF,M,Branca,301 a 600,3
8,2,Centro-Oeste,DF,M,Branca,601 a 800,1
8,2,Centro-Oeste,DF,M,Branca,801 a 1.600,29
8,2,Centro-Oeste,DF,M,Branca,1.601 a 3.000,37
8,2,Centro-Oeste,DF,M,Branca,3.001 a 10.000,55
8,2,Centro-Oeste,DF,M,Branca,10.001 a 50.000,18
8,2,Centro-Oeste,DF,M,Preta,Não aplicável,50
8,2,Centro-Oeste,DF,M,Preta,101 a 300,1
8,2,Centro-Oeste,DF,M,Preta,301 a 600,4
8,2,Centro-Oeste,DF,M,Preta,801 a 1.600,18
8,2,Centro-Oeste,DF,M,Preta,1.601 a 3.000,15
8,2,Centro-Oeste,DF,M,Preta,3.001 a 10.000,7
8,2,Centro-Oeste,DF,M,Preta,10.001 a 50.000,2
8,2,Centro-Oeste,DF,M,Amarela,Não aplicável,2
8,2,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,1
8,2,Centro-Oeste,DF,M,Parda,Não aplicável,202
8,2,Centro-Oeste,DF,M,Parda,101 a 300,4
8,2,Centro-Oeste,DF,M,Parda,301 a 600,3
8,2,Centro-Oeste,DF,M,Parda,601 a 800,4
8,2,Centro-Oeste,DF,M,Parda,801 a 1.600,71
8,2,Centro-Oeste,DF,M,Parda,1.601 a 3.000,36
8,2,Centro-Oeste,DF,M,Parda,3.001 a 10.000,40
8,2,Centro-Oeste,DF,M,Parda,10.001 a 50.000,12
8,2,Centro-Oeste,DF,M,Indígena,Não aplicável,1
8,2,Centro-Oeste,DF,M,Indígena,1.601 a 3.000,1
8,2,Centro-Oeste,DF,F,Branca,Não aplicável,222
8,2,Centro-Oeste,DF,F,Branca,101 a 300,3
8,2,Centro-Oeste,DF,F,Branca,301 a 600,5
8,2,Centro-Oeste,DF,F,Branca,801 a 1.600,39
8,2,Centro-Oeste,DF,F,Branca,1.601 a 3.000,19
8,2,Centro-Oeste,DF,F,Branca,3.001 a 10.000,51
8,2,Centro-Oeste,DF,F,Branca,10.001 a 50.000,12
8,2,Centro-Oeste,DF,F,Preta,Não aplicável,62
8,2,Centro-Oeste,DF,F,Preta,101 a 300,2
8,2,Centro-Oeste,DF,F,Preta,301 a 600,2
8,2,Centro-Oeste,DF,F,Preta,801 a 1.600,11
8,2,Centro-Oeste,DF,F,Preta,1.601 a 3.000,9
8,2,Centro-Oeste,DF,F,Preta,3.001 a 10.000,8
8,2,Centro-Oeste,DF,F,Amarela,Não aplicável,5
8,2,Centro-Oeste,DF,F,Amarela,101 a 300,2
8,2,Centro-Oeste,DF,F,Amarela,801 a 1.600,1
8,2,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,3
8,2,Centro-Oeste,DF,F,Parda,Não aplicável,272
8,2,Centro-Oeste,DF,F,Parda,101 a 300,1
8,2,Centro-Oeste,DF,F,Parda,301 a 600,12
8,2,Centro-Oeste,DF,F,Parda,601 a 800,2
8,2,Centro-Oeste,DF,F,Parda,801 a 1.600,61
8,2,Centro-Oeste,DF,F,Parda,1.601 a 3.000,17
8,2,Centro-Oeste,DF,F,Parda,3.001 a 10.000,33
8,2,Centro-Oeste,DF,F,Parda,10.001 a 50.000,7
8,2,Centro-Oeste,DF,F,Indígena,Não aplicável,1
8,2,Centro-Oeste,DF,F,Indígena,101 a 300,1
8,3,Centro-Oeste,DF,M,Branca,Não aplicável,139
8,3,Centro-Oeste,DF,M,Branca,0 a 100,1
8,3,Centro-Oeste,DF,M,Branca,101 a 300,1
8,3,Centro-Oeste,DF,M,Branca,301 a 600,3
8,3,Centro-Oeste,DF,M,Branca,601 a 800,1
8,3,Centro-Oeste,DF,M,Branca,801 a 1.600,35
8,3,Centro-Oeste,DF,M,Branca,1.601 a 3.000,32
8,3,Centro-Oeste,DF,M,Branca,3.001 a 10.000,44
8,3,Centro-Oeste,DF,M,Branca,10.001 a 50.000,15
8,3,Centro-Oeste,DF,M,Preta,Não aplicável,29
8,3,Centro-Oeste,DF,M,Preta,801 a 1.600,13
8,3,Centro-Oeste,DF,M,Preta,1.601 a 3.000,9
8,3,Centro-Oeste,DF,M,Preta,3.001 a 10.000,7
8,3,Centro-Oeste,DF,M,Preta,10.001 a 50.000,2
8,3,Centro-Oeste,DF,M,Amarela,Não aplicável,3
8,3,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,4
8,3,Centro-Oeste,DF,M,Parda,Não aplicável,189
8,3,Centro-Oeste,DF,M,Parda,0 a 100,1
8,3,Centro-Oeste,DF,M,Parda,101 a 300,1
8,3,Centro-Oeste,DF,M,Parda,601 a 800,3
8,3,Centro-Oeste,DF,M,Parda,801 a 1.600,70
8,3,Centro-Oeste,DF,M,Parda,1.601 a 3.000,54
8,3,Centro-Oeste,DF,M,Parda,3.001 a 10.000,30
8,3,Centro-Oeste,DF,M,Parda,10.001 a 50.000,13
8,3,Centro-Oeste,DF,M,Indígena,Não aplicável,2
8,3,Centro-Oeste,DF,M,Indígena,3.001 a 10.000,1
8,3,Centro-Oeste,DF,M,Ignorada,3.001 a 10.000,1
8,3,Centro-Oeste,DF,F,Branca,Não aplicável,206
8,3,Centro-Oeste,DF,F,Branca,301 a 600,1
8,3,Centro-Oeste,DF,F,Branca,601 a 800,5
8,3,Centro-Oeste,DF,F,Branca,801 a 1.600,42
8,3,Centro-Oeste,DF,F,Branca,1.601 a 3.000,25
8,3,Centro-Oeste,DF,F,Branca,3.001 a 10.000,41
8,3,Centro-Oeste,DF,F,Branca,10.001 a 50.000,6
8,3,Centro-Oeste,DF,F,Preta,Não aplicável,49
8,3,Centro-Oeste,DF,F,Preta,301 a 600,1
8,3,Centro-Oeste,DF,F,Preta,601 a 800,3
8,3,Centro-Oeste,DF,F,Preta,801 a 1.600,11
8,3,Centro-Oeste,DF,F,Preta,1.601 a 3.000,5
8,3,Centro-Oeste,DF,F,Preta,3.001 a 10.000,6
8,3,Centro-Oeste,DF,F,Amarela,Não aplicável,5
8,3,Centro-Oeste,DF,F,Amarela,801 a 1.600,2
8,3,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,1
8,3,Centro-Oeste,DF,F,Amarela,10.001 a 50.000,1
8,3,Centro-Oeste,DF,F,Parda,Não aplicável,250
8,3,Centro-Oeste,DF,F,Parda,101 a 300,3
8,3,Centro-Oeste,DF,F,Parda,301 a 600,3
8,3,Centro-Oeste,DF,F,Parda,601 a 800,6
8,3,Centro-Oeste,DF,F,Parda,801 a 1.600,63
8,3,Centro-Oeste,DF,F,Parda,1.601 a 3.000,26
8,3,Centro-Oeste,DF,F,Parda,3.001 a 10.000,39
8,3,Centro-Oeste,DF,F,Parda,10.001 a 50.000,4
8,3,Centro-Oeste,DF,F,Indígena,Não aplicável,2
8,3,Centro-Oeste,DF,F,Ignorada,Não aplicável,4
8,3,Centro-Oeste,DF,F,Ignorada,1.601 a 3.000,1
8,4,Centro-Oeste,DF,M,Branca,Não aplicável,188
8,4,Centro-Oeste,DF,M,Branca,301 a 600,1
8,4,Centro-Oeste,DF,M,Branca,601 a 800,1
8,4,Centro-Oeste,DF,M,Branca,801 a 1.600,33
8,4,Centro-Oeste,DF,M,Branca,1.601 a 3.000,33
8,4,Centro-Oeste,DF,M,Branca,3.001 a 10.000,45
8,4,Centro-Oeste,DF,M,Branca,10.001 a 50.000,23
8,4,Centro-Oeste,DF,M,Branca,50.001 a 100.000,2
8,4,Centro-Oeste,DF,M,Preta,Não aplicável,33
8,4,Centro-Oeste,DF,M,Preta,101 a 300,1
8,4,Centro-Oeste,DF,M,Preta,301 a 600,1
8,4,Centro-Oeste,DF,M,Preta,601 a 800,3
8,4,Centro-Oeste,DF,M,Preta,801 a 1.600,15
8,4,Centro-Oeste,DF,M,Preta,1.601 a 3.000,11
8,4,Centro-Oeste,DF,M,Preta,3.001 a 10.000,7
8,4,Centro-Oeste,DF,M,Preta,10.001 a 50.000,5
8,4,Centro-Oeste,DF,M,Amarela,Não aplicável,3
8,4,Centro-Oeste,DF,M,Amarela,801 a 1.600,2
8,4,Centro-Oeste,DF,M,Amarela,3.001 a 10.000,2
8,4,Centro-Oeste,DF,M,Parda,Não aplicável,204
8,4,Centro-Oeste,DF,M,Parda,101 a 300,3
8,4,Centro-Oeste,DF,M,Parda,301 a 600,2
8,4,Centro-Oeste,DF,M,Parda,601 a 800,3
8,4,Centro-Oeste,DF,M,Parda,801 a 1.600,69
8,4,Centro-Oeste,DF,M,Parda,1.601 a 3.000,37
8,4,Centro-Oeste,DF,M,Parda,3.001 a 10.000,36
8,4,Centro-Oeste,DF,M,Parda,10.001 a 50.000,20
8,4,Centro-Oeste,DF,F,Branca,Não aplicável,229
8,4,Centro-Oeste,DF,F,Branca,101 a 300,4
8,4,Centro-Oeste,DF,F,Branca,301 a 600,7
8,4,Centro-Oeste,DF,F,Branca,601 a 800,4
8,4,Centro-Oeste,DF,F,Branca,801 a 1.600,37
8,4,Centro-Oeste,DF,F,Branca,1.601 a 3.000,26
8,4,Centro-Oeste,DF,F,Branca,3.001 a 10.000,47
8,4,Centro-Oeste,DF,F,Branca,10.001 a 50.000,17
8,4,Centro-Oeste,DF,F,Preta,Não aplicável,66
8,4,Centro-Oeste,DF,F,Preta,101 a 300,1
8,4,Centro-Oeste,DF,F,Preta,301 a 600,3
8,4,Centro-Oeste,DF,F,Preta,801 a 1.600,15
8,4,Centro-Oeste,DF,F,Preta,1.601 a 3.000,9
8,4,Centro-Oeste,DF,F,Preta,3.001 a 10.000,3
8,4,Centro-Oeste,DF,F,Preta,10.001 a 50.000,1
8,4,Centro-Oeste,DF,F,Amarela,Não aplicável,5
8,4,Centro-Oeste,DF,F,Amarela,3.001 a 10.000,3
8,4,Centro-Oeste,DF,F,Parda,Não aplicável,260
8,4,Centro-Oeste,DF,F,Parda,101 a 300,3
8,4,Centro-Oeste,DF,F,Parda,301 a 600,6
8,4,Centro-Oeste,DF,F,Parda,601 a 800,6
8,4,Centro-Oeste,DF,F,Parda,801 a 1.600,55
8,4,Centro-Oeste,DF,F,Parda,1.601 a 3.000,44
8,4,Centro-Oeste,DF,F,Parda,3.001 a 10.000,30
8,4,Centro-Oeste,DF,F,Parda,10.001 a 50.000,8
8,4,Centro-Oeste,DF,F,Indígena,Não aplicável,1
8,4,Centro-Oeste,DF,F,Ignorada,Não aplicável,1
9,1,Centro-Oeste,DF,M,Branca,Não aplicável,154
9,1,Centro-Oeste,DF,M,Branca,301 a 600,4
